sent_id,teks,token_id,token,lemma,upos,xpos,feats,head,deprel,misc,tipe_afiks
train-s1069,"Tapi bukan perkara mudah untuk membunuh Zhu Fa Qing karena dia hanya butuh 2 jam untuk mengeluarkan racun ganas itu, tak lama kemudian istrinya Ni Hui Hui datang.",4,mudah,mudah,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",0,root,{'MorphInd': '^mudah<a>_ASP$'},Tidak Berimbuhan
train-s4369,"Belakangan, Vermouth juga mengetahui rahasia Shiho, namun dia tidak membeberkannya pada anggota organisasi yang lain.",6,rahasia,rahasia,NOUN,NSD,{'Number': 'Sing'},5,obj,{'MorphInd': '^rahasia<n>_NSD$'},Tidak Berimbuhan
train-s3254,WWE Fatal 4 - Way adalah acara Bayar - per - tayang dihasilkan oleh World Wrestling Entertainment (WWE).,1,WWE,wwe,PROPN,X--,_,7,nsubj,{'MorphInd': '^wwe<x>_X--$'},Tidak Berimbuhan
train-s1747,Penghargaan Adipura memang tidak mudah didapat dan hanya pada masa kepemimpinan Gusti Khairul Saleh penghargaan ini bisa diraih.,18,diraih,diraih,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",6,conj,"{'SpaceAfter': 'No', 'MorphInd': '^di+raih<v>_VSP$'}",Prefiks
train-s1102,Kota ini memiliki kepadatan penduduk 3 jiwa / km&amp;sup2;.,9,km&amp;sup2,km&amp;sup2,NUM,X--,{'NumType': 'Card'},7,nummod,"{'SpaceAfter': 'No', 'MorphInd': '^km&amp;amp;sup2<x>_X--$'}",Tidak Berimbuhan
train-s207,"Sinonim lain asam ini adalah, asam formilformat dan asam oksoetanoat.",3,asam,asam,NOUN,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",1,compound,{'MorphInd': '^asam<a>_ASP$'},Tidak Berimbuhan
train-s1409,"Gulf + Western memonopoli perdagangan hingga tahun 1989 ketika Time Inc. dan Warner Corporation bergabung sebagai Time Warner dan perusahaan ini berganti nama menjadi Paramount Communications Inc. Perusahaan ini berakhir pada tahun 1995, setelah diambil alih oleh Viacom.",26,Paramount,paramount,PROPN,F--,_,25,obj,{'MorphInd': '^paramount<f>_F--$'},Tidak Berimbuhan
train-s561,"Ia sempat pula manggung di Jakarta International Java Jazz Festival 2005 di Plenary Hall, Jakarta Convention Center.",14,Hall,hall,PROPN,F--,_,13,flat,"{'SpaceAfter': 'No', 'MorphInd': '^hall<f>_F--$'}",Tidak Berimbuhan
train-s3171,"Kabupaten Bener Meriah yang beribukota di Simpang Tiga Redelong memiliki luas 1.919,69 km2 terdiri dari 10 Kecamatan dan 233 desa, Bener Meriah terletak 4 ° 33 50 - 4 ° 54 50 Lintang Utara dan 96 ° 40 75 - 97 ° 17 50 Bujur Timur dengan tinggi rata - rata di atas permukaan laut 100 - 2.500 mdpl Kabupaten Bener Meriah mencakup bagian utara Kabupaten Aceh Tengah yang berbatasan dengan Komoditi unggulan Kabupaten Bener Meriah yaitu sektor Perkebunan dan jasa.",25,4,4,NUM,CC-,{'NumType': 'Card'},26,nummod,{'MorphInd': '^4<c>_CC-$'},Tidak Berimbuhan
train-s3355,"Menurut Muhammad Baqir ash - Shadr, metode ini, yang ia sebut sebagai metode tajzi 'i, adalah metode yang mufasir - nya berusaha menjelaskan kandungan ayat - ayat Al - Qur' an dari berbagai seginya dengan memperhatikan runtutan ayat al - Qur ` an sebagaimana tercantum dalam al - Qur ` an.",50,tercantum,tercantum,NOUN,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",42,nmod,{'MorphInd': '^ter+cantum<v>_VSP$'},Prefiks
train-s1672,"Bagi bangsa Cina waktu itu, kacamata hanya digunakan sebagai jimat keberuntungan atau alat untuk membuat mereka terlihat lebih keren dan berwibawa sehingga kadang mereka hanya mengenakan bingkai kacamatanya saja tanpa lensa.",3,Cina,cina,PROPN,NSD,{'Number': 'Sing'},2,flat,{'MorphInd': '^cina<n>_NSD$'},Tidak Berimbuhan
train-s2950,"Kata ini berarti ""Bukti dari Allah"" dan mereka yang memiliki gelar tersebut ahli dalam studi tentang Islam, seperti Syari 'ah (Hukum Islam), filsafat, etika, mistik dan biasanya mengajar di sekolah pengetahuan tentang Islam (hauzah) atau pesantren kalau di Indonesia.",17,studi,studi,NOUN,NSD,{'Number': 'Sing'},15,nmod,{'MorphInd': '^studi<n>_NSD$'},Tidak Berimbuhan
train-s2234,"Alef () adalah nama pengucapan dari huruf pertama abjad atau alfabet Proto - Kanaan, yang kemudian diturunkan dalam alfabet Semitik sebagai Alfabet Fenisia, abjad Suryani, alfabet Ibrani 'Alef, dan alfabet Arab. Abjad Fenisia kemudian diambil oleh bahasa Yunani sebagai Alfa (Α), yang ditafsirkan kemudian bukan untuk menyuarakan konsonan glotal, melainkan huruf hidup (vokal), dan sama dengan Latin A dan abjad Sirilik А. Huruf alef dalam Unicode adalah 05D0.",40,Fenisia,fenisia,PROPN,X--,_,39,flat,{'MorphInd': '^fenisia<x>_X--$'},Tidak Berimbuhan
train-s3958,"Pada tahun 1937 - 1947, Barkley menjadi pemimpin mayoritas Demokrat di Senat AS. Barkley terpilih sebagai Wakil Presiden ke - 35, mendampingi Presiden Harry Truman, mulai Januari 1949 sampai Januari 1953.",33,sampai,sampai,ADP,R--,_,34,case,{'MorphInd': '^sampai<r>_R--$'},Tidak Berimbuhan
train-s4073,"Berdasarkan Surat Keputusan Menteri Dalam Negeri Nomor: 140 / 502 tanggal 22 September 1980 tentang penetapan desa menjadi kelurahan, maka sejak saat itulah desa Alalak selatan reami menjadi Kelurahan Alalak Selatan wilayah Kecamatan Banjarmasin Utara.",35,Kecamatan,kecamatan,PROPN,NSD,{'Number': 'Sing'},34,flat,{'MorphInd': '^ke+camat<n>+an_NSD$'},Konfiks
train-s623,Di jendela kabin juga dipasangi teralis untuk mencegah kaca pecah akibat pelemparan batu.,7,untuk,untuk,ADP,R--,_,8,case,{'MorphInd': '^untuk<r>_R--$'},Tidak Berimbuhan
train-s3419,"D8 memulai menayangkan acara ini pada Senin, 22 Oktober 2012, dan D17 pada tanggal 23 Oktober 2012, keduanya pada pukul 20: 50 CEST (UST + 2).",23,pukul,pukul,NOUN,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",21,nmod,{'MorphInd': '^pukul<v>_VSA$'},Tidak Berimbuhan
train-s3703,"Oleh karena HMPA juga melarutkan kation namun tidak pada anion, ia digunakan sebagai pelarut untuk beberapa reaksi SN2 yang sulit.",8,tidak,tidak,PART,G--,{'Polarity': 'Neg'},10,advmod,{'MorphInd': '^tidak<g>_G--$'},Tidak Berimbuhan
train-s1182,"Akar bahasa Melayu dan Austronesia dapat dilihat dalam kemiripan sebutan untuk angka dalam bahasa Indonesia dan misalnya Indonesia: dua = Tagalog dalawa, tiga = telu (Jawa dan Bali) = tilu (Sunda) tello '(Madura) = tatlo (Filipina), dan telingga = tainga (Filipina), sedangkan hidung dalam bahasa Filipina berarti ilong.",26,=,=,SYM,Z--,_,50,punct,{'MorphInd': '^'},Tidak Berimbuhan
train-s3265,Kota ini merupakan pelabuhan di dekat bagian muara Sungai Yenisei.,2,ini,ini,DET,B--,{'PronType': 'Dem'},1,det,{'MorphInd': '^ini<b>_B--$'},Tidak Berimbuhan
train-s1015,"Di sana Demeter menjadi pengasuh putra - putra Keleus, Demofonos dan Triptolemos.",5,pengasuh,penasuh,NOUN,NSD,{'Number': 'Sing'},4,obj,{'MorphInd': '^peN+asuh<v>_NSD$'},Prefiks
train-s880,Catatan praktik homoseksual di Jepang dapat dilihat dari catatan pada zaman kuno.,7,dilihat,dilihat,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",0,root,{'MorphInd': '^di+lihat<v>_VSP$'},Prefiks
train-s3174,James Morrison () merupakan seorang penyanyi dan pencipta lagu berkebangsaan Inggris.,10,lagu,lagu,NOUN,NSD,{'Number': 'Sing'},9,compound,{'MorphInd': '^lagu<n>_NSD$'},Tidak Berimbuhan
train-s3223,"Untuk melaksanakan tugas pokok tersebut Dinas Tenaga Kerja Dan Transmigrasi Kabupaten Ogan Komering Ilir berfungsi merumuskan kebijaksanaan sistem kesehatan Kabupaten dan melaksanakan kegiatan teknis operasional di bidang kesehatan, yang di laksanakan oleh Pemerintah di Kabupaten Ogan Komering Ilir. Dinas ini berada dibawah dan bertanggung jawab langsung kepada Bupati Ogan Komering Ilir. Maksud dan tujuan pembentukan Dinas Tenaga Kerja Dan Transmigrasi Kabupaten Ogan Komering Ilir, sebagaimana tercantum dalam peraturan Daerah Kabupaten Ogan Komering Ilir, Nomor 9 Tahun 2002 yaitu: a. Bahwa untuk meningkatkan dan mengembangkan bidang Kesehatan yang telah dilaksanakan di Kabupaten Ogan Komering Ilir, telah dibentuk Dinas Tenaga Kerja Dan Transmigrasi Kabupaten Ogan Komering Ilir. b. Bahwa agar Dinas Tenaga Kerja Dan Transmigrasi Kabupaten Ogan Komering Ilir dapat melaksakan tugasnya secara berdaya guna dan berhasil dipandang perlu untuk menetapkan susunan Organisasi dan Tata Kerja Dinas Tenaga Kerja Dan Transmigrasi Kabupaten Ogan Komering Ilir. 1. Kedudukan, Tugas Pokok, dan Fungsi.",96,dilaksanakan,dilaksanakan,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",92,acl,{'MorphInd': '^di+laksana<v>+kan_VSP$'},Konfiks
train-s189,"Selama pembangunan Harbour Bridge, Lavender Bay Station adalah ujung jalur North Shore Line. Wilayah ini sekarang menjadi sepur penyimpanan kereta.",16,Wilayah,wilayah,PROPN,NSD,{'Number': 'Sing'},19,nsubj,{'MorphInd': '^wilayah<n>_NSD$'},Tidak Berimbuhan
train-s466,"Dalam bentuk yang lebih umum, energi ini harus diintegralkan berdasarkan semua jenis panjang gelombang cahaya dan sudut datang cahaya.",15,gelombang,gelombang,NOUN,NSD,{'Number': 'Sing'},14,compound,{'MorphInd': '^gelombang<n>_NSD$'},Tidak Berimbuhan
train-s3325,"Sebagian ahli menganggap Injil ini sebagai sebuah teks gnostik, karena ditemukan di sebuah perpustakaan yang terutama sekali memuat teks - teks Gnostik.",23,Gnostik,gnostik,ADJ,X--,_,20,amod,"{'SpaceAfter': 'No', 'MorphInd': '^gnostik<x>_X--$'}",Tidak Berimbuhan
train-s1607,"Malam itu, Sallah dan Jones memecahkan sandi dalam ukiran yang ada di dua sisi kepala tongkat milik Ravenwood, dan mereka mengetahui panjang tongkat yang dibutuhkan.",15,sisi,sisi,NOUN,NSD,{'Number': 'Sing'},12,obl,{'MorphInd': '^sisi<n>_NSD$'},Tidak Berimbuhan
train-s639,Seragam mereka berwarna biru - putih.,3,berwarna,berwarna,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",0,root,{'MorphInd': '^ber+warna<n>_VSA$'},Prefiks
train-s2026,Permainan ini terdiri atas 6 tingkat yang pada setiap tingkatnya diakhiri dengan karakter bos.,6,tingkat,tingkat,NOUN,NSD,{'Number': 'Sing'},3,obl,{'MorphInd': '^tingkat<n>_NSD$'},Tidak Berimbuhan
train-s2160,Supersel berkolaborasi dalam sebuah album kompilasi berjudul TamStar Rekor Koleksi Vol. 0 dirilis sebagai edisi terbatas di Comiket 79 pada bulan Desember 2010; di album ini Supersel itu ``Kibo tidak Neiro'' dinyanyikan oleh Hatsune Miku dan ``Ashita e'' (?,19,79,79,PROPN,CC-,_,18,nummod,{'MorphInd': '^79<c>_CC-$'},Tidak Berimbuhan
train-s1607,"Malam itu, Sallah dan Jones memecahkan sandi dalam ukiran yang ada di dua sisi kepala tongkat milik Ravenwood, dan mereka mengetahui panjang tongkat yang dibutuhkan.",22,mereka,mereka,PRON,PP3,"{'Number': 'Plur', 'Person': '3', 'PronType': 'Prs'}",23,nsubj,{'MorphInd': '^mereka<p>_PP3$'},Tidak Berimbuhan
train-s2784,"Meskipun masyarakat pedalaman masih tetap menganut animisme, tetapi rakyat pesisir menganut agama Islam.",14,Islam,islam,PROPN,NSD,{'Number': 'Sing'},13,flat,"{'SpaceAfter': 'No', 'MorphInd': '^islam<n>_NSD$'}",Tidak Berimbuhan
train-s3609,"Yang disebut ""Dewan Tiga,"" sebuah kelompok menerbitkan manifesto di LEF, sebuah majalah berita Rusia yang radikal, didirikan pada tahun 1922.",20,radikal,radikal,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",17,amod,"{'SpaceAfter': 'No', 'MorphInd': '^radikal<a>_ASP$'}",Tidak Berimbuhan
train-s2077,"Dengan layar yang ditiup angin dan dayung yang dikayuh kuat, mereka mendorong rakit yang mengangkut harta yang baru dipahat itu kembali ke Yap. Semua pekerjaan ini dilakukan dengan tangan dan prosesnya berbahaya.",10,kuat,kuat,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",9,amod,"{'SpaceAfter': 'No', 'MorphInd': '^kuat<a>_ASP$'}",Tidak Berimbuhan
train-s608,"Bukankah (keadaannya) sama kami dengan anda, tidak bisa jauh dari air?",11,bisa,bisa,ADV,M--,_,12,advmod,{'MorphInd': '^bisa<m>_M--$'},Tidak Berimbuhan
train-s3660,Yang menjabat sebagai patih di Pagombakan adalah Jayasemedi.,7,adalah,adalah,AUX,O--,_,8,cop,{'MorphInd': '^adalah<o>_O--$'},Tidak Berimbuhan
train-s2897,"Guna meningkatkan proses penciptaan generasi pelajar yang berprestasi, Kalijoyo memiliki program unggulan yang didukung sepenuhnya oleh Aparat Desa, Tokoh Masyarakat dan Pelajar itu sendiri, yaitu dengan dikeluarkanya Perdes yang mengatur tentang jam - jam belajar dan jam - jam bermain pelajar dari tingkat SD, SMP dan SMA / Sederajat.",19,Desa,desa,PROPN,NSD,{'Number': 'Sing'},18,flat,"{'SpaceAfter': 'No', 'MorphInd': '^desa<n>_NSD$'}",Tidak Berimbuhan
train-s2361,Bus rute lingkar 100 yen hanya menghubungkan tempat - tempat di sekitar pusat kota.,4,100,100,NUM,CC-,{'NumType': 'Card'},5,nummod,{'MorphInd': '^100<c>_CC-$'},Tidak Berimbuhan
train-s3306,"Pulau Karang ini merupakan bagian dari wilayah pemerintah Kabupaten Maluku Tenggara, provinsi Maluku.",10,Maluku,maluku,PROPN,NSD,{'Number': 'Sing'},9,flat,{'MorphInd': '^maluku<n>_NSD$'},Tidak Berimbuhan
train-s802,"Single ini dirilis dalam tiga versi: Edisi Reguler Tipe A dan Tipe B, dan Edisi Teater.",18,Teater,teater,PROPN,X--,_,17,flat,"{'SpaceAfter': 'No', 'MorphInd': '^teater<x>_X--$'}",Tidak Berimbuhan
train-s1027,"Selanjutnya, suku Goth masih terus melawan.",3,suku,suku,NOUN,NSD,{'Number': 'Sing'},7,nsubj,{'MorphInd': '^suku<n>_NSD$'},Tidak Berimbuhan
train-s3184,"Konsep Nobel Savage, yang diberikan pada penduduk asli Amerika, demikian popular di Inggris Raya pada tahun 1780 - an ketika yang untuk orang Amerika dan Eropa bisa dianggap sebagai pemberontak.",29,bisa,bisa,ADV,M--,_,30,advmod,{'MorphInd': '^bisa<m>_M--$'},Tidak Berimbuhan
train-s4380,"Chamomile memerlukan tanah yang terbuka untuk dapat tumbuh, biasanya tumbuh secara liar di pinggir jalan, tempat penampungan sampah, atau di ladang - ladang.",24,ladang,ladang,NOUN,NSD,{'Number': 'Sing'},15,nmod,{'MorphInd': '^ladang<n>_NSD$'},Tidak Berimbuhan
train-s2123,"Lower Sioux, di pihak yang lain, dipindahkan dari daerah berhutan dimana tempat itu dipakai untuk mereka tinggal, dan merasa tidak puas dengan pilihan ini.",10,dari,dari,ADP,R--,_,11,case,{'MorphInd': '^dari<r>_R--$'},Tidak Berimbuhan
train-s4208,"Impuls rangsang dihantarkan oleh traktus ascendentes (serat - serat saraf yang menghantarkan impuls ke otak) untuk diolah di otak, lalu impuls respons dihantarkan oleh traktus descendentes (serat - serat saraf yang menghantarkan impuls menjauhi otak).",14,impuls,impuls,NOUN,NSD,{'Number': 'Sing'},13,obj,{'MorphInd': '^impuls<n>_NSD$'},Tidak Berimbuhan
train-s2845,"Dokumen - dokumen yang diajukan Suzuki pada pertemuan yang sama menyarankan bahwa dalam usaha awal diplomatik dengan Uni Soviet, Jepang mengambil pendekatan sebagai berikut: Rusia harus diberi tahu dengan jelas bahwa kemenangannya atas Jerman adalah berkat Jepang, karena kita tetap netral, dan Soviet akan diuntungkan bila membantu Jepang mempertahankan posisinya di dunia internasional, karena musuh mereka di masa depan adalah Amerika Serikat.",57,internasional,internasional,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",56,amod,"{'SpaceAfter': 'No', 'MorphInd': '^internasional<a>_ASP$'}",Tidak Berimbuhan
train-s3211,"Bintang ini memiliki nama tradisional Al Kaff Al Jidhmah II / Al Kaff al Jidhmah ath Thani / Manus Truncata Secundus yang berasal dari bahasa Arab dan diterjemahkan dalam bahasa Latin yang berarti ""bagian dari sirip kedua"".",14,al,al,PROPN,F--,_,13,flat,{'MorphInd': '^al<f>_F--$'},Tidak Berimbuhan
train-s427,"Berdasarkan hasil penelusuran dari Tim yang dibentuk oleh Rektor IAIN Sultan Amai Gorontalo yang ditugaskan untuk mendapatkan data dan informasi tentang sejarah lahirnya IAIN Sultan Amai Gorontalo, ditemukanlah salah seorang pelaku sejarah yakni Drs. Edy Bakari yang menuturkan bahwa kelahiran IAIN Sultan Amai Gorontalo dilatarbelakangi oleh adanya dorongan dan keinginan luhur para tokoh agama, tokoh masyarakat, dan Pemerintah Daerah Gorontalo yang memiliki komitmen keislaman yang tinggi dan bersepakat untuk mendirikan Perguruan Tinggi Agama Islam (PTAI) di daerah ini.",51,dan,dan,CCONJ,H--,_,52,cc,{'MorphInd': '^dan<h>_H--$'},Tidak Berimbuhan
train-s724,Apakah kita semua harus berbalik dan semuanya mendengarkan dia?,2,kita,kita,PRON,PP1,"{'Clusivity': 'In', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs'}",5,nsubj:pass,{'MorphInd': '^kita<p>_PP1$'},Tidak Berimbuhan
train-s394,"Tapi sesampainya di dalam kamar, Amanda harus berhadapan dengan Septian yang sedang mencurigainya berselingkuh dengan lelaki lain.",5,kamar,kamar,NOUN,NSD,{'Number': 'Sing'},4,nmod,"{'SpaceAfter': 'No', 'MorphInd': '^kamar<n>_NSD$'}",Tidak Berimbuhan
train-s240,Desa ini merupakan satu dari 27 desa dan kelurahan yang berada di kecamatan Cibal.,8,dan,dan,CCONJ,H--,_,9,cc,{'MorphInd': '^dan<h>_H--$'},Tidak Berimbuhan
train-s1167,"Jalan Dusun pun demikian, karena Luas wilayah teritorial desa Tunjungmuli yang melebihi batas sewajarnya menjadikan perawatan jalan dusun susah di laksanakan karena memerlukan budget atau anggaran yang sangat besar hanya untuk mengurusi Jalan, bagaimana dengan Pendidikan?",24,memerlukan,menperlukan,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",20,advcl,{'MorphInd': '^meN+perlu<v>+kan_VSA$'},Konfiks
train-s474,"Ia mempertanyakan beberapa fakta janggal seperti mengapa rekaman pengatur penerbangan saat kejadian 9 / 11 dirusak oleh komisioner FAA, mengapa kotak hitam tidak ditemukan dari satupun pesawat, dan juga mempertanyakan tingkat kemahiran pembajak yang menurutnya untuk sekelas pilot berlisensi pesawat perintis sangat mencurigakan dapat mengendalikan pesawat sekelas 747 dengan kecepatan tinggi dan menabrakkannya dalam posisi target yang tidak lebar.",3,beberapa,beberapa,DET,B--,"{'NumType': 'Card', 'PronType': 'Ind'}",4,det,{'MorphInd': '^beberapa<b>_B--$'},Tidak Berimbuhan
train-s549,Memetika pada umumnya mengadopsi konsep dari teori evolusi (khususnya populasi genetik) dan mengaplikasikanya pada kebudayaan manusia.,4,mengadopsi,menadopsi,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",0,root,{'MorphInd': '^meN+adopsi<n>_VSA$'},Prefiks
train-s137,"Zaki al - Arsuzi dianggap sebagai ""Socrates"" Partai Ba 'ath.",12,',_,PROPN,,_,11,flat,{'SpaceAfter': 'No'},Tidak Berimbuhan
train-s2007,"Mereka adalah: Audisi berlangsung di 6 kota besar di Indonesia, yaitu Jakarta &amp; Medan 26 - 27 Juni, Bandung &amp; Manado 3 - 4 Juli dan berakhir di Surabaya &amp; Yogyakarta 10 - 11 Juli. Para calon kontestan Miss Celebrity harus berumur di antara 16 sampai dengan 23 tahun.",7,6,6,NUM,CC-,{'NumType': 'Card'},8,nummod,{'MorphInd': '^6<c>_CC-$'},Tidak Berimbuhan
train-s2275,"Kebontemu adalah sebuah desa di wilayah Kecamatan Peterongan, Kabupaten Jombang, Provinsi Jawa Timur.",7,Kecamatan,kecamatan,PROPN,NSD,{'Number': 'Sing'},6,flat,{'MorphInd': '^ke+camat<n>+an_NSD$'},Konfiks
train-s4039,"Jika sampai akhir ronde perkenalan III ada 4 atau lebih wanita lajang masih menyalakan lampu podiumnya, maka pria lajang tersebut berhak mematikan kelebihan lampu podium yang menyala hingga tersisa 3 lampu podium masih menyala.",27,yang,yang,PRON,S--,{'PronType': 'Rel'},28,nsubj,{'MorphInd': '^yang<s>_S--$'},Tidak Berimbuhan
train-s3944,"Kota berpenduduk 23.729 ini memiliki plat kendaraan HC. Kota ini dilintasi oleh Sungai Vah. Hlohovec merupakan persimpangan antara kota Nagyszombat dan Nyitra, dekat PLTG terkenal di Piešťany.",1,Kota,kota,PROPN,NSD,{'Number': 'Sing'},5,nsubj,{'MorphInd': '^kota<n>_NSD$'},Tidak Berimbuhan
train-s2261,"Pendakian umumnya dilakukan pada malam hari, dengan perkiraan pagi hari sebelum matahari terbit telah sampai di puncak Gunung Lamongan.",13,matahari,matahari,NOUN,NSD,{'Number': 'Sing'},14,obl,{'MorphInd': '^matahari<n>_NSD$'},Tidak Berimbuhan
train-s1225,Zenit - 2 memiliki tingkat penerbangan yang cukup rendah sebagai pemerintah Rusia biasanya menghindari peraturan muatan roket pada roket Ukraina.,12,Rusia,rusia,PROPN,F--,_,11,flat,{'MorphInd': '^rusia<f>_F--$'},Tidak Berimbuhan
train-s1847,"Penggunaan sebutan ini, seperti menganggap seluruh Perancis sebagai la province, kadang - kadang dianggap merendahkan.",1,Penggunaan,pengunaan,NOUN,NSD,{'Number': 'Sing'},16,nsubj,{'MorphInd': '^peN+guna<n>+an_NSD$'},Konfiks
train-s2774,Pada ajang Liga Super ia direkomendasikan kembali untuk memperkuat Arema lagi oleh Pelatih Bambang Nurdiansyah.,5,ia,ia,PRON,PS3,"{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs'}",6,nsubj:pass,{'MorphInd': '^ia<p>_PS3$'},Tidak Berimbuhan
train-s35,"Menurut Joseon Sangosa, kehancuran tiga Gojoseon mulai pada tahun 400 SM, ketika Yan menyerang Gojoseon, dan Gihu menjadi raja Beonjoseon.",14,ketika,ketika,SCONJ,S--,_,16,mark,{'MorphInd': '^ketika<s>_S--$'},Tidak Berimbuhan
train-s1476,"Sebagai contohnya, SRMnya NIST untuk bidang manufakturing makanan mencakup: NIST mengatur beberapa fasilitas pengukuran paling spesifik di dunia, termasuk National Center for Neutron Research (Pusat Riset Neutron Nasional) yang tidak terkalahkan dan yang paling murah, dimana dilakukannya riset paling mutakhir untuk materi - materi baru, fuel cell terbaru, dan bioteknologi.",6,untuk,untuk,ADP,R--,_,7,case,{'MorphInd': '^untuk<r>_R--$'},Tidak Berimbuhan
train-s1658,"Ta latik adalah salah satu aksara wianjana (huruf konsonan) dalam sistem penulisan aksara Bali, yang melambangkan bunyi / ʈ / dan / ʈʰ /. Jika dialihaksarakan menjadi huruf Latin, maka aksara ini ditulis ""Ṭa"" atau Ṭha.",13,sistem,sistem,NOUN,NSD,{'Number': 'Sing'},6,nmod,{'MorphInd': '^sistem<n>_NSD$'},Tidak Berimbuhan
train-s1317,Sebagai panggung tempat Hibari kecil bernyanyi adalah balai - balai rakyat dan tempat - tempat pemandian umum.,10,balai,balai,NOUN,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",8,compound:plur,{'MorphInd': '^bala<n>+i_VSA$'},Tidak Berimbuhan
train-s1687,"Pinnock bertanya: ``Apakah Ia terperdaya sendiri (deluded'') oleh kebesaran-Nya, seorang paranoid, seorang penipu yang tidak sengaja melakukannya, seorang skizoprenik?",22,tidak,tidak,PART,G--,{'Polarity': 'Neg'},24,advmod,{'MorphInd': '^tidak<g>_G--$'},Tidak Berimbuhan
train-s3741,"Pada umumnya, terdapat tiga jenis keadaan: Keselamatan normatif digunakan untuk menerangkan produk atau desain yang memenuhi standar desain.",16,desain,desain,NOUN,NSD,{'Number': 'Sing'},14,conj,{'MorphInd': '^desain<n>_NSD$'},Tidak Berimbuhan
train-s3734,Salah seorang tampak berdiri di tengah lingkaran massa dengan membawa tongkat berbendera Merah Putih yang dikibarkan setengah tinggi tongkat.,10,membawa,menbawa,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",6,acl,{'MorphInd': '^meN+bawa<v>_VSA$'},Prefiks
train-s681,"Semasa pendudukan Tiongkok di Vietnam yang berlangsung lebih dari seribu tahun, masakan Vietnam mendapat pengaruh kuat dari masakan Cina. Dari orang Tiongkok, orang Vietnam belajar membuat mi, tahu, lumpia (chả giò), masakan tumis, dan cara makan dengan sumpit.",29,membuat,menbuat,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",28,xcomp,{'MorphInd': '^meN+buat<v>_VSA$'},Prefiks
train-s1366,"Court 1 telah menjadi tempat terjadinya berbagai kekalahan Perancis Terbuka yang mengejutkan, seperti kemenangan ronde ketiga Gustavo Kuerten yang tak diduga atas Thomas Muster tahun 1997 Thomas Muster tahun 1997, dalam karirnya menuju kemenangan pertama dari tiga kemenangan yang dicapainya; dan kekalahan Gabriela Sabatini - setelah memimpin 6 – 1, 5 – 1 dan lima poin pertandingan - atas Mary Joe Fernandez pada perempat final 1993.",12,mengejutkan,menkejutkan,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",8,acl,"{'SpaceAfter': 'No', 'MorphInd': '^meN+kejut<v>+kan_VSA$'}",Konfiks
train-s787,"Masjid Tua Palopo tumbuh pada zaman madya Indonesia yang berfungsi sebagai masjid Kerajaan atau masjid istana, maka dari itu letaknya berada di sebelah barat alun - alun dan masjid merupakan gambaran struktur perkotaan pada awal masa Islam di Indonesia.",6,zaman,zaman,NOUN,NSD,{'Number': 'Sing'},4,obl,{'MorphInd': '^zaman<n>_NSD$'},Tidak Berimbuhan
train-s3535,"Setelah melaporkan hasil penelitiannya kepada pemerintah Hindia - Belanda di Batavia (sekarang Jakarta) pada tahun 1870, dan mempublikasikannya dalam bentuk buku bersama dengan WA Henny pada tahun 1871, ia kembali melakukan penelitian di tempat yang sama pada tahun 1872.",36,penelitian,pentelitian,NOUN,NSD,{'Number': 'Sing'},35,obj,{'MorphInd': '^peN+teliti<a>+an_NSD$'},Konfiks
train-s179,"Ia tampil di dalam 800 film sejak tahun 1980 - an, dan dinobatkan sebagai XRCO Hall of Fame pada tahun 1999.",22,1999,1999,NUM,CC-,{'NumType': 'Card'},21,nummod,"{'SpaceAfter': 'No', 'MorphInd': '^1999<c>_CC-$'}",Tidak Berimbuhan
train-s916,Pengaruh Islam di Mempawah semakin kuat pada era kepemimpinan Opu Daeng Menambun yang bertahta sejak tahun 1740 M. Opu Daeng Menambun berasal dari Kesultanan Luwu Bugis yang telah cukup lama menjadi kerajaan bercorak Islam.,16,tahun,tahun,NOUN,NSD,{'Number': 'Sing'},14,obl,{'MorphInd': '^tahun<n>_NSD$'},Tidak Berimbuhan
train-s216,"Tubuh wanita ini berasal dari abad ke - 11, dan di identifikasikan sebagai Sigrid (atau Gunhild).",6,abad,abad,NOUN,NSD,{'Number': 'Sing'},4,obl,{'MorphInd': '^abad<n>_NSD$'},Tidak Berimbuhan
